I liked the screen size and easy to read books at night. The battery has a long life. The outer rcase could be stronger because concerned about durability.,Unknown    
I originally purchased a Kindle paperwhite but returned it the next day and purchased this one. Very easy to read on  watch movies  and listen to music..,Kindle Paperwhite
It's easy and intuitive. The only criticism is that it should be easier to go right into an application  instead of watching an advertisement  then having to figure out how to exit it..,Unknown    
This tablet works great and my daughter loves it. Only reason not 5 stars is because you cant access google play without rooting the tablet. Way to ruin android amazon.,Tablet
I gave this to my 6-year old for Christmas and it has been the perfect gift. Great price point (compared to an ipad) that can function for exactly what she needs..,Gift 
I had the previous model which was fine for reading but a little slow for other things. The extra .5 RAM makes a difference.,Unknown    
"This game seems to be another good addition to the Pokemon craze. My son got this for Christmas and has played it often since. He says that it's ""awesome""  which is high praise indeed.",Pokemon Game
Daughter got this as a present. It was easy to set up and display is great. Features allow us to limit her time on games  web  etc.,Unknown    
This was a great Christmas gift for my kid. This allows them to store their favorite books and play some educational games. Its nice to also have an optional MicroSD card for extra storage.,Storage Device with MicroSD Card
"Got this to replace the Samsung tab A 7"". That Samsung tab lagged a lot but I haven't seemed to have as much problems on the fire tab  the only downside is that the battery dies fast..",Fire Tab
I love my kindle. It fast  great pict quality and is so convenient to use. I love using it to watch Netflix.,Kindle
Bought this for my 9 year old Godson and he loves it. He would play it for hours on end if his parents would let him. He mostly plays games on it but he also uses it to watch videos and read books.,Unknown    
I bought this tab for my daughter's birthday.its got a good screen and sound for the price. I also play for the children's app freetime which is perfect for her.,Tablet
I bought it as the display for my Echo. Turning on Voicecast routes information to the tablet with the voice reaponse. It'S been exactly what I hoped it would be and the price was right.,Echo Display
I bought this as an upgrade from my old Kindle. Works awesome  i can even watch movies through my Amazon Prime. Plenty of apps to choose from.,Kindle
This replaced my old Kindle Fire. I have not yet explored all of the features but  so far  it is performing very well. Tablet is a good size and weight  and easy to use.,Kindle Fire
This screen on the hd8 is a huge improvement over the past kindle or fire devices. The operating system is sometimes glitchy  but overall a nice system for the money..,HD8 
Very good value tablet. Does everything pretty well. Brightness isn't great.,Unknown    
This tablet is perfect for travel! Recently took it on a trip and the battery lasted the entire day with watching shows on and off on Netflix. Great first tablet!..,Tablet
Blue is beautiful & allows grand-daughter to be able to tell which one is hers. Loves the piano program and challenging herself to play as much of the song as she can. Nice size for traveling with.,Unknown    
This is just perfect for my 7 year old nothing fancy  parental control is a bit confusing but i got it now  the case is perfect to keep it.safe just get a sd card for extra memory..,Unknown    
I love my new Amazon Fire tablet it's great!! The perfect size to fit in my purse so that I can take it with me. I would definitely recommend to a friend..,Amazon Fire Tablet
Bought if for my 6 year old son. Has plenty of space. Long battery life.,Unknown    
Great tablet for the price. We have a tendency to go through multiple tablets a year with the little kids. This is a great price and does everything we want for our young kids.,Tablet
This tablet does a great deal! From surfing the net  to watching movie  and using all of the music channels  this is an affordable way to stay in touch. Also  I use it for ebooks for school..,Tablet
Many features packed into a low price. Good as an ereader or light tablet uses to surf internet  email and games. Easy to use.,Unknown    
This tablet does a great deal! From surfing the net  to watching movie  and using all of the music channels  this is an affordable way to stay in touch. Also  I use it for ebooks for school..,Tablet
Gave as a gift to niece in hospital she loved it. Was able to do everything on the tablet she wanted to. Easy to use I was the one who set it up for her was very simple.,Tablet
I normally read my ebooks on my phone but my son beoke his tablet and so I gave him mine and bought a kindle for myself. I must say that I cant put it down i love it so much..,Kindle 
Gave as a gift to niece in hospital she loved it. Was able to do everything on the tablet she wanted to. Easy to use I was the one who set it up for her was very simple.,Tablet
Would have gotten 5 stars but the screen is to light when put on dark screen for reading. All the adds make it feel cluttered but that might just be me. Over all for price it is a nice ereader.,Ereader
Exactly what we wanted from it  something to use the streaming apps when the tv is being used  and want something larger then your phone. Battery lasts days and was great purchase..,Unknown    
This Fire worked great but I returned it because it was not the one I wantedBest Buy took it back for a full refund with no problems Best Buy is alsome...,Fire 
My son loves this product. He plays video games and watch movies on his tablet. We also use it for learning.,Unknown    
We bought this for our toddlers  and so far seems to hold up well with them. Some quirky rules with Amazon and accounts with product  but overall good for what we need..,Unknown    
This is a great product at a great price I would definitely recommend this to anybody especially good for college students or people that read books etc...,Unknown    
This is a nice little tablet  for me since I don't do a lot on a tablet  it's a great size. It took a little getting use to working with  but am a little more comfortable with it now..,Tablet
Tablet has worked without a hitch. We bought it for my father  who is just shy of 80. With a couple of instructions  he's been using it without further assistance.,Tablet
I bought a kindle fire 2 years ago and enjoyed using it  I always wished for more storage and better connectivity. This new model has both and I can use with my amazon account..,Kindle Fire 
I bought this tablet as a 13th birthday present for my niece. She loves it and takes it everywhere. She reads books and watches Netflix just to name a few things you can do with this tablet.,Tablet
This is the 3rd one I've purchased. I've bought one for all of my nieces. No other case compares to this one.,Unknown    
We are so pleased with this tablet. We purchased one for each of our grandsons. They can all use them  play games together and send messages to the grandparents once in awhile.,Tablet
I use mine for email  Facebook  games and to go on line. I also have down loaded books. I use it to take photos.,Unknown    
I bought for the wife for a Christmas present to replace her old Barnes and Noble nook . She loves it   its lighter faster and has a lot of newer apps on it . great cheap reader.,Barnes and Noble nook 
I bought one a month ago for my 6 year old Granddaughter as she is always on mine. So I gave this one to her 9 year old brother for his birthday this month! Love the Kindles..,Kindle
I bought a kindle fire 2 years ago and enjoyed using it  I always wished for more storage and better connectivity. This new model has both and I can use with my amazon account..,Kindle Fire 
I love this tablet. Works great for my needs. Ebooks Facebook light gaming.,Tablet
I love this tablet I use it for school readings  for my philosophy class   my Mac book is to delicate to take to school but my fire tablet is perfect !...,Fire Tablet
For being such a small  affordable tablet  it has all the features and apps you need plus perfect size for reading books. And the best part part is it fits in almost any purse!..,Tablet
Purchased these for Christmas gifts. Assuming they were satisfactory because I didn't hear of need for returning. Purchased as angel tree gifts for preteens.,Christmas gifts
Grandson was so happy & pleased with the Fire tablet. He was able to download & start playing within minutes of purchase. Would buy another if the need existed.,Fire tablet
I bought this for my daughter who uses it in her AP classes...,Unknown    
Bought this with the intention of reading more  it serves it's purpose! I will be purchasing another one soon for my nephew  for his books and learning games...,Book 
The Amazon fire was a gift for my mom and she seems to really enjoy it. I have one so I bought her this one for her birthday. She enjoying all the games she downloaded.,Amazon Fire
I am pleasantly surprised at how well this works. I bought the e reader and it didn't work so I was nervous buying this kindle. But it works great and my son loves it!.,Kindle
I bought two of these as a birthday gift for my niece and nephew. They absolutely love them. They use it all the time to play games and music.,Birthday Gift 
I love this tablet. It's the perfect size for my kid. Keeps him entertained during long trips.,Tablet
Blue is beautiful & allows grand-daughter to be able to tell which one is hers. Loves the piano program and challenging herself to play as much of the song as she can. Nice size for traveling with.,Unknown    
I like this tablet very much except that they have a game or app one has to clear before one gets to the main screen. Other than that the battery lasts a long time and its compact and easy to use..,Tablet
This is the 3rd one I've purchased. I've bought one for all of my nieces. No other case compares to this one.,Unknown    
I bought this for my daughter who uses it in her AP classes...,Unknown    
Bought this tablet for 7 and 2 year old and they are very easy to use. Very durable as they have been dropped a numerous amount of times. No scratches or anything and has many apps.,Unknown    
This is a great product at a great price I would definitely recommend this to anybody especially good for college students or people that read books etc...,Unknown    
I bought two of these  one for my son and the other for nephew  they love it. I downloaded kidsmode on it and all their educational games they can play besides regular Games..,Kidsmode
Bought my 11 year old niece and my 7 year old nephew one a piece for their Birthdays and they love it! Great Tablet for all ages and very user friendly...,Tablet
Always a big fan of Kindle. This is my third one to purchase. Why so many you may ask? I never get to use them because every one else in the family grabs them.,Kindle
THe tablet with an added protective case has so far held up better than other tablets I have tried and the parental controls are great. I can also add educational apps that I want..,Tablet with Protective Case
I bought this for my daughter for Christmas. I could set her as a user and make it safe for her age. I downloaded books and apps with ease.,Unknown    
We are used to iPads in our house. This has taken some learning to get used to a slightly different format  but it works great!! The price point is perfect for kids to use without the worry..,Unknown    
My son uses his tablet on a daily basis. He makes sure he has his case on it and can use all the apps. I can also use it and put on parental protections.,Tablet 
I bought Geek Squad for 2 years. Well after 13 months my device became broken. So the warranty came in handy.,Geek Squad
My sister in-law recommended these to my wife and I and I thought I would try one. They are just the right size to lay in bed of a evening and read a good book for a while..,Unknown    
The Kindle and cover were a gift for my wife. Her previous one went to the big tech heaven in the sky. She loves both products and couldn't be happier with the products.,Kindle and cover
I got this product for my boyfriend  and he absolutely loves it. He uses it all the time for reading. When I held it myself  I couldn't believe how small and lightweight it was.,Reading device
Bought this for my wife. She is a constant reader and put away her previous Kindles for this one. She now has internet access also  so she can find more books anytime she wants.,Kindle 
This tablet is small  compact and easy to handle. It's easy to figure out the main functions. My one complaint is that it does not support some big apps such as Dropbox or Google Drive.,Unknown    
My Fire is compact and easy to use. Mainly used to read online books at lunch time. The battery lasts much longer than previous tablet I had and charges much quicker.,Fire Tablet
This was a Christmas present. The person that received it was very happy with it..,Unknown    
Love this Kindle. There are to many apps and games offered for download. Love the book selection Easy to navigate The charger seems a bit loose  though.,Unknown    
I purchased this Kindle Fire for my husband and he loves it. He had an older model which he loved but my dog accidentally broke it. This updated version has so many new features which he loves!.,Kindle Fire
Decent little tablet if you are not a game player. Tablet shuts down and I cant get it back on when I play games for long periods of time. It's not my ipad  that's for sure.,Tablet
New Kindle Fire 8 is easy to setup  great for reading  no issues at all when trying to connect to my home network. I would recommend this item for anyone who wants to read and get on the internet..,New Kindle Fire 8
I know many people who have a kindle. It frees up using the cell phone memory  so I bought this one for the amount of storage it has  as well as the cost of the item. Thank you.,Kindle
I was literally still using my first gen Kindle Fire and finally upgraded. I love the new one. The only negative is the speakers.,Kindle Fire 
Purchase was to replace Fire HD 8.9 that was left on a plane (found & return 50 days later). Like this smaller version due to size & it's 3 years newer on the technology side.,Fire HD 8.9 
BestBuy delivered this on the day of release. Amazon still seems to be back-ordered. It is a great product.,BestBuy
This is the best kindle ereader yet. The size and weight make it perfect for comfortable reading. You will find yourself reading more books than ever with it.,Kindle Ereader
The thick edge makes it easier to read than the voyage and PW. very fast and responsive. I wish the devise was longer then it would feel more like a real book rather than a CD case.,Unknown    
Very nice Kindle with a great Battery life. My old kindle was not able to upgrade so I got the new Kindle and very pleased with the product. Arrived as promised from BESTBUY.,Kindle
This works great. I read a LOT and I needed something that would handle all my eBooks. It has all the other bells and whistles as any tablet but I use it for the eBooks and one game.,Tablet 
This was a Christmas present. The person that received it was very happy with it..,Unknown    
This is my second Fire. Wanted a larger size to make eBooks easier to read. Very pleased with the size and clarity of this tablet.,Fire Tablet
Not to big  not to small. Just right for for taking your movies and music on the go. I bought this to go with my Amazon Prime membership.,Unknown    
Bought this for my wife. She is a constant reader and put away her previous Kindles for this one. She now has internet access also  so she can find more books anytime she wants.,Kindle
Decent little tablet if you are not a game player. Tablet shuts down and I cant get it back on when I play games for long periods of time. It's not my ipad  that's for sure.,Tablet 
Wanted something with a kids mode on it so we could limit time and content. This works. Saw it for a really low price so couldn't resist otherwise we would have gotten the padded kids version.,Tablet
Purchase was to replace Fire HD 8.9 that was left on a plane (found & return 50 days later). Like this smaller version due to size & it's 3 years newer on the technology side.,Fire HD 8.9 
Love my new Kindle fire. This replaces my old one and is just as good. Videos are as good as my tv with cable.,Kindle Fire
The size is just right for me to carry anywhere and it's simple to figure out the functions. 32 G would help me store many ireader books for a long time. I have read 3 books so far.,Unknown    
Love this Kindle. There are to many apps and games offered for download. Love the book selection Easy to navigate The charger seems a bit loose  though.,Kindle
Got this for my 8 year old granddaughter and she loves it. Uses it for game play  homework  etc. Mom and Dad loves the parental controls.,Unknown    
Through all of my research this was the best value for what I was looking for in an e-reader with additional options I was not sure I would use or not. Turns I do because of the ease of usage..,E-reader
It's great to some extent but I was expecting more. It's unfortunate that it does not work with lots of apps. Perhaps I'm not using them correctly.,Unknown
I purchased this Kindle Fire for my husband and he loves it. He had an older model which he loved but my dog accidentally broke it. This updated version has so many new features which he loves!.,Kindle Fire
I bought this to replace a damaged much more expensive tablet of my daughters. Great item and just as nice as the more expensive one. She absolutely loves it.,Tablet
The kindle over all is great. There's only one thing I would want better and that is the speaker. My last kindle was louder.,Kindle
This was a Christmas present. The person that received it was very happy with it..,Christmas present
My husband loves this. He is happy that he can read anything he chooses from his library and that he also has WiFi access to get to his email and the internet whenever he wants..,Unknown    
My sister in-law recommended these to my wife and I and I thought I would try one. They are just the right size to lay in bed of a evening and read a good book for a while..,Unknown    
The battery is having more and more trouble holding a charge. I bought the Fire in July and am now having to charge it every day in order to use it. I am not impressed and would not repurchase it.,Fire 
was supposed to be a gift. there was a glitch in your computer system and it told me I wouldn't receive in time. ordered another one from someone else.,Gift
I bought two of these as a birthday gift for my niece and nephew. They absolutely love them. They use it all the time to play games and music.,Unknown    
Bought this with the intention of reading more  it serves it's purpose! I will be purchasing another one soon for my nephew  for his books and learning games...,Unknown    
It's a fine tablet for the price the only problem I have with theach kids mode it's not what I was thought it's going to be I returned it back just be of this reason...,Tablet
I've bought several kindles for my grandkids they all enjoy them we use it for the library and download into overdrive and there are so many free games kids love this...,Kindle
Tablet has worked without a hitch. We bought it for my father  who is just shy of 80. With a couple of instructions  he's been using it without further assistance.,Tablet 
This is a nice and inexpensive tablet. Great for reading on or looking up info on the Internet. Only downfall is you can't download some online games onto it.,Tablet
I bought two of these  one for my son and the other for nephew  they love it. I downloaded kidsmode on it and all their educational games they can play besides regular Games..,Kidsmode 
This is a great little tablet for my son. It is easy for him to navigate through and it also has parental controls . I can control how long he uses it and what he reads.,Tablet
We bought this for our toddlers  and so far seems to hold up well with them. Some quirky rules with Amazon and accounts with product  but overall good for what we need..,Toddlers' product 
Would have gotten 5 stars but the screen is to light when put on dark screen for reading. All the adds make it feel cluttered but that might just be me. Over all for price it is a nice ereader.,E-reader
